0	3.328338
1	3.328338
2	3.328338
3	3.328338
4	3.328338
5	3.328338
6	3.328338
7	3.328338
8	3.328338
9	3.328338
10	3.328338
11	3.328338
12	3.328338
13	3.328338
14	3.328338
15	3.328338
16	3.328338
17	3.328338
18	3.328338
19	3.328338
20	3.328338
21	3.328338
22	3.328338
23	3.328338
24	3.328338
25	3.328338
26	3.328338
27	3.328338
28	3.328338
29	3.328338
30	3.328338
31	3.328338
32	3.328338
33	3.328338
34	3.328338
35	3.328338
36	3.328338
37	3.328338
38	3.328338
39	3.328338
40	3.328338
41	3.328338
42	3.328338
43	3.328338
44	3.328338
45	3.328338
46	3.328338
47	3.328338
48	3.328338
49	3.328338
50	3.328338
51	3.328338
52	3.328338
53	3.328338
54	3.328338
55	3.328338
56	3.328338
57	3.328338
58	3.328338
59	3.328338
60	3.328338
61	3.328338
62	3.328338
63	3.328338
64	3.328338
65	3.328338
66	3.328338
67	3.328338
68	3.328338
69	3.328338
70	3.328338
71	3.328338
72	3.328338
73	3.328338
74	3.328338
75	3.328338
76	3.328338
77	3.328338
78	3.328338
79	3.328338
80	3.328338
81	3.328338
82	3.328338
83	3.328338
84	3.328338
85	3.328338
86	3.328338
87	3.328338
88	3.328338
89	3.328338
90	3.328338
91	3.328338
92	3.328338
93	3.328338
94	3.328338
95	3.328338
96	3.328338
97	3.328338
98	3.328338
99	3.328338
100	3.328338
101	3.328338
102	3.328338
103	3.328338
104	3.328338
105	3.328338
106	3.328338
107	3.328338
108	3.328338
109	3.328338
110	3.328338
111	3.328338
112	3.328338
113	3.328338
114	3.328338
115	3.328338
116	3.328338
117	3.328338
118	3.328338
119	3.328338
120	3.328338
121	3.328338
122	3.328338
123	3.328338
124	3.328338
125	3.328338
126	3.328338
127	3.328338
128	3.328338
129	3.328338
130	3.328338
131	3.328338
132	3.328338
133	3.328338
134	3.328338
135	3.328338
136	3.328338
137	3.328338
138	3.328338
139	3.328338
140	3.328338
141	3.328338
142	3.328338
143	3.328338
144	3.328338
145	3.328338
146	3.328338
147	3.328338
148	3.328338
149	3.328338
150	3.328338
151	3.328338
152	3.328338
153	3.328338
154	3.328338
155	3.328338
156	3.328338
157	3.328338
158	3.328338
159	3.328338
160	3.328338
161	3.328338
162	3.328338
163	3.328338
164	3.328338
165	3.328338
166	3.328338
167	3.328338
168	3.328338
169	3.328338
170	3.328338
171	3.328338
172	3.328338
173	3.328338
174	3.328338
175	3.328338
176	3.328338
177	3.328338
178	3.328338
179	3.328338
180	3.328338
181	3.328338
182	3.328338
183	3.328338
184	3.328338
185	3.328338
186	3.328338
187	3.328338
188	3.328338
189	3.328338
190	3.328338
191	3.328338
192	3.328338
193	3.328338
194	3.328338
195	3.328338
196	3.328338
197	3.328338
198	3.328338
199	3.328338
200	3.328338
201	3.328338
202	3.328338
203	3.328338
204	3.328338
205	3.328338
206	3.328338
207	3.328338
208	3.328338
209	3.328338
210	3.328338
211	3.328338
212	3.328338
213	3.328338
214	3.328338
215	3.328338
216	3.328338
217	3.328338
218	3.328338
219	3.328338
220	3.328338
221	3.328338
222	3.328338
223	3.328338
224	3.328338
225	3.328338
226	3.328338
227	3.328338
228	3.328338
229	3.328338
230	3.328338
231	3.328338
232	3.328338
233	3.328338
234	3.328338
235	3.328338
236	3.328338
237	3.328338
238	3.328338
239	3.328338
240	3.328338
241	3.328338
242	3.328338
243	3.328338
244	3.328338
245	3.328338
246	3.328338
247	3.328338
248	3.328338
249	3.328338
250	3.328338
251	3.328338
252	3.328338
253	3.328338
254	3.328338
255	3.328338
256	3.328338
257	3.328338
258	3.328338
259	3.328338
260	3.328338
261	3.328338
262	3.328338
263	3.328338
264	3.328338
265	3.328338
266	3.328338
267	3.328338
268	3.328338
269	3.328338
270	3.328338
271	3.328338
272	3.328338
273	3.328338
274	3.328338
275	3.328338
276	3.328338
277	3.328338
278	3.328338
279	3.328338
280	3.328338
281	3.328338
282	3.328338
283	3.328338
284	3.328338
285	3.328338
286	3.328338
287	3.328338
288	3.328338
289	3.328338
290	3.328338
291	3.328338
292	3.328338
293	3.328338
294	3.328338
295	3.328338
296	3.328338
297	3.328338
298	3.328338
299	3.328338
300	3.328338
301	3.328338
302	3.328338
303	3.328338
304	3.328338
305	3.328338
306	3.328338
307	3.328338
308	3.328338
309	3.328338
310	3.328338
311	3.328338
312	3.328338
313	3.328338
314	3.328338
315	3.328338
316	3.328338
317	3.328338
318	3.328338
319	3.328338
320	3.328338
321	3.328338
322	3.328338
323	3.328338
324	3.328338
325	3.328338
326	3.328338
327	3.328338
328	3.328338
329	3.328338
330	3.328338
331	3.328338
332	3.328338
333	3.328338
334	3.328338
335	3.328338
336	3.328338
337	3.328338
338	3.328338
339	3.328338
340	3.328338
341	3.328338
342	3.328338
343	3.328338
344	3.328338
345	3.328338
346	3.328338
347	3.328338
348	3.328338
349	3.328338
350	3.328338
351	3.328338
352	3.328338
353	3.328338
354	3.328338
355	3.328338
356	3.328338
357	3.328338
358	3.328338
359	3.328338
360	3.328338
361	3.328338
362	3.328338
363	3.328338
364	3.328338
365	3.328338
366	3.328338
367	3.328338
368	3.328338
369	3.328338
370	3.328338
371	3.328338
372	3.328338
373	3.328338
374	3.328338
375	3.328338
376	3.328338
377	3.328338
378	3.328338
379	3.328338
380	3.328338
381	3.328338
382	3.328338
383	3.328338
